order_id,created_at,channel,gross,currency,customer_email
LU-29478316,2026-01-18T01:16:00Z,Newsletter,118.29,EUR,c2193@example.invalid
LU-29478406,2026-01-18T02:46:00Z,Newsletter,207.54,EUR,c282@example.invalid
LU-29478429,2026-01-18T03:09:00Z,Direct,218.19,EUR,c1262@example.invalid
LU-29478455,2026-01-18T03:35:00Z,Newsletter,119.31,EUR,c198@example.invalid
LU-29478516,2026-01-18T04:36:00Z,Newsletter,85.75,EUR,c3225@example.invalid
LU-29478577,2026-01-18T05:37:00Z,Google,136.31,EUR,c187@example.invalid
LU-29478662,2026-01-18T07:02:00Z,Google,86.28,EUR,c3677@example.invalid
LU-29478694,2026-01-18T07:34:00Z,Google,21.34,EUR,c1798@example.invalid
LU-29478731,2026-01-18T08:11:00Z,Direct,64.50,EUR,c2475@example.invalid
LU-29478795,2026-01-18T09:15:00Z,Direct,109.65,EUR,c1764@example.invalid
LU-29478833,2026-01-18T09:53:00Z,Meta,67.42,EUR,c3697@example.invalid
LU-29478881,2026-01-18T10:41:00Z,Meta,74.78,EUR,c3014@example.invalid
LU-29478929,2026-01-18T11:29:00Z,Newsletter,27.29,EUR,c1673@example.invalid
LU-29478959,2026-01-18T11:59:00Z,Google,141.66,EUR,c3546@example.invalid
LU-29479031,2026-01-18T13:11:00Z,Google,177.86,EUR,c2085@example.invalid
LU-29479102,2026-01-18T14:22:00Z,Google,105.13,EUR,c1543@example.invalid
LU-29479186,2026-01-18T15:46:00Z,Google,165.21,EUR,c1095@example.invalid
LU-29479207,2026-01-18T16:07:00Z,Google,114.46,EUR,c2381@example.invalid
LU-29479283,2026-01-18T17:23:00Z,Google,201.68,EUR,c2136@example.invalid
LU-29479319,2026-01-18T17:59:00Z,Direct,209.58,EUR,c1387@example.invalid
LU-29479340,2026-01-18T18:20:00Z,Newsletter,57.58,EUR,c1971@example.invalid
LU-29479370,2026-01-18T18:50:00Z,Meta,175.94,EUR,c1574@example.invalid
LU-29479439,2026-01-18T19:59:00Z,Google,188.98,EUR,c2062@example.invalid
LU-29479542,2026-01-18T21:42:00Z,Meta,73.49,EUR,c3722@example.invalid
LU-29479581,2026-01-18T22:21:00Z,Newsletter,121.95,EUR,c3939@example.invalid
LU-29479606,2026-01-18T22:46:00Z,Direct,91.98,EUR,c3947@example.invalid
