order_id,created_at,channel,gross,currency,customer_email
LU-29461040,2026-01-06T01:20:00Z,Newsletter,60.28,EUR,c100@example.invalid
LU-29461135,2026-01-06T02:55:00Z,Direct,140.88,EUR,c2729@example.invalid
LU-29461178,2026-01-06T03:38:00Z,Direct,60.43,EUR,c649@example.invalid
LU-29461267,2026-01-06T05:07:00Z,Google,84.66,EUR,c1148@example.invalid
LU-29461361,2026-01-06T06:41:00Z,Newsletter,150.48,EUR,c2908@example.invalid
LU-29461450,2026-01-06T08:10:00Z,Meta,121.55,EUR,c3902@example.invalid
LU-29461482,2026-01-06T08:42:00Z,Google,201.89,EUR,c2936@example.invalid
LU-29461524,2026-01-06T09:24:00Z,Google,103.96,EUR,c3541@example.invalid
LU-29461561,2026-01-06T10:01:00Z,Newsletter,112.75,EUR,c1197@example.invalid
LU-29461604,2026-01-06T10:44:00Z,Newsletter,84.08,EUR,c3327@example.invalid
LU-29461644,2026-01-06T11:24:00Z,Google,169.46,EUR,c295@example.invalid
LU-29461671,2026-01-06T11:51:00Z,Newsletter,112.27,EUR,c560@example.invalid
LU-29461763,2026-01-06T13:23:00Z,Google,32.35,EUR,c59@example.invalid
LU-29461857,2026-01-06T14:57:00Z,Newsletter,129.34,EUR,c2725@example.invalid
LU-29461955,2026-01-06T16:35:00Z,Google,106.90,EUR,c1952@example.invalid
LU-29461979,2026-01-06T16:59:00Z,Meta,215.39,EUR,c3725@example.invalid
LU-29462001,2026-01-06T17:21:00Z,Direct,200.84,EUR,c2861@example.invalid
LU-29462026,2026-01-06T17:46:00Z,Google,119.32,EUR,c230@example.invalid
LU-29462112,2026-01-06T19:12:00Z,Google,56.29,EUR,c3964@example.invalid
LU-29462195,2026-01-06T20:35:00Z,Newsletter,144.33,EUR,c1782@example.invalid
LU-29462215,2026-01-06T20:55:00Z,Direct,33.78,EUR,c111@example.invalid
LU-29462247,2026-01-06T21:27:00Z,Newsletter,22.74,EUR,c1210@example.invalid
LU-29462271,2026-01-06T21:51:00Z,Newsletter,80.25,EUR,c2889@example.invalid
LU-29462345,2026-01-06T23:05:00Z,Meta,38.02,EUR,c2670@example.invalid
LU-29462416,2026-01-07T00:16:00Z,Direct,213.09,EUR,c2719@example.invalid
LU-29462440,2026-01-07T00:40:00Z,Google,105.65,EUR,c1225@example.invalid
LU-29462464,2026-01-07T01:04:00Z,Google,122.74,EUR,c1076@example.invalid
LU-29462563,2026-01-07T02:43:00Z,Google,132.89,EUR,c2567@example.invalid
LU-29462648,2026-01-07T04:08:00Z,Newsletter,32.34,EUR,c1053@example.invalid
LU-29462730,2026-01-07T05:30:00Z,Meta,195.07,EUR,c1944@example.invalid
LU-29462821,2026-01-07T07:01:00Z,Meta,152.69,EUR,c942@example.invalid
LU-29462921,2026-01-07T08:41:00Z,Newsletter,75.12,EUR,c1166@example.invalid
LU-29462976,2026-01-07T09:36:00Z,Newsletter,63.55,EUR,c486@example.invalid
LU-29463012,2026-01-07T10:12:00Z,Newsletter,34.88,EUR,c2191@example.invalid
LU-29463043,2026-01-07T10:43:00Z,Newsletter,188.18,EUR,c127@example.invalid
LU-29463125,2026-01-07T12:05:00Z,Google,206.64,EUR,c3299@example.invalid
LU-29463163,2026-01-07T12:43:00Z,Newsletter,132.76,EUR,c3791@example.invalid
LU-29463260,2026-01-07T14:20:00Z,Direct,136.05,EUR,c2979@example.invalid
LU-29463324,2026-01-07T15:24:00Z,Direct,166.63,EUR,c3227@example.invalid
LU-29463373,2026-01-07T16:13:00Z,Meta,178.04,EUR,c3522@example.invalid
LU-29463416,2026-01-07T16:56:00Z,Newsletter,28.14,EUR,c783@example.invalid
LU-29463477,2026-01-07T17:57:00Z,Newsletter,61.68,EUR,c2704@example.invalid
LU-29463521,2026-01-07T18:41:00Z,Direct,199.22,EUR,c292@example.invalid
LU-29463602,2026-01-07T20:02:00Z,Newsletter,159.47,EUR,c2618@example.invalid
LU-29463702,2026-01-07T21:42:00Z,Direct,34.65,EUR,c3065@example.invalid
LU-29463771,2026-01-07T22:51:00Z,Newsletter,23.03,EUR,c86@example.invalid
LU-29463877,2026-01-08T00:37:00Z,Meta,74.85,EUR,c3649@example.invalid
LU-29463973,2026-01-08T02:13:00Z,Direct,160.08,EUR,c675@example.invalid
LU-29464058,2026-01-08T03:38:00Z,Direct,54.63,EUR,c2733@example.invalid
LU-29464158,2026-01-08T05:18:00Z,Meta,86.31,EUR,c96@example.invalid
LU-29464188,2026-01-08T05:48:00Z,Direct,187.93,EUR,c3965@example.invalid
LU-29464222,2026-01-08T06:22:00Z,Newsletter,96.67,EUR,c2590@example.invalid
LU-29464281,2026-01-08T07:21:00Z,Newsletter,67.94,EUR,c2384@example.invalid
LU-29464304,2026-01-08T07:44:00Z,Google,137.43,EUR,c999@example.invalid
LU-29464328,2026-01-08T08:08:00Z,Direct,215.57,EUR,c481@example.invalid
LU-29464363,2026-01-08T08:43:00Z,Google,20.69,EUR,c920@example.invalid
LU-29464455,2026-01-08T10:15:00Z,Newsletter,167.93,EUR,c2917@example.invalid
LU-29464539,2026-01-08T11:39:00Z,Meta,66.25,EUR,c3732@example.invalid
LU-29464646,2026-01-08T13:26:00Z,Direct,70.48,EUR,c37@example.invalid
LU-29464739,2026-01-08T14:59:00Z,Direct,194.63,EUR,c2600@example.invalid
LU-29464813,2026-01-08T16:13:00Z,Direct,76.62,EUR,c2090@example.invalid
LU-29464922,2026-01-08T18:02:00Z,Google,114.27,EUR,c888@example.invalid
LU-29464943,2026-01-08T18:23:00Z,Google,86.52,EUR,c3294@example.invalid
LU-29465015,2026-01-08T19:35:00Z,Direct,96.63,EUR,c2954@example.invalid
LU-29465035,2026-01-08T19:55:00Z,Newsletter,211.02,EUR,c1252@example.invalid
LU-29465081,2026-01-08T20:41:00Z,Newsletter,163.98,EUR,c1451@example.invalid
LU-29465151,2026-01-08T21:51:00Z,Meta,88.45,EUR,c2384@example.invalid
LU-29465250,2026-01-08T23:30:00Z,Google,81.04,EUR,c2418@example.invalid
LU-29465319,2026-01-09T00:39:00Z,Meta,166.01,EUR,c1055@example.invalid
LU-29465345,2026-01-09T01:05:00Z,Direct,54.38,EUR,c68@example.invalid
LU-29465386,2026-01-09T01:46:00Z,Meta,126.30,EUR,c3398@example.invalid
LU-29465430,2026-01-09T02:30:00Z,Direct,133.97,EUR,c2074@example.invalid
LU-29465490,2026-01-09T03:30:00Z,Newsletter,105.31,EUR,c2118@example.invalid
LU-29465586,2026-01-09T05:06:00Z,Newsletter,36.74,EUR,c3843@example.invalid
LU-29465627,2026-01-09T05:47:00Z,Direct,82.42,EUR,c671@example.invalid
LU-29465661,2026-01-09T06:21:00Z,Google,24.15,EUR,c2846@example.invalid
LU-29465694,2026-01-09T06:54:00Z,Google,108.09,EUR,c830@example.invalid
LU-29465751,2026-01-09T07:51:00Z,Meta,168.21,EUR,c3635@example.invalid
LU-29465802,2026-01-09T08:42:00Z,Google,179.12,EUR,c215@example.invalid
LU-29465881,2026-01-09T10:01:00Z,Meta,98.71,EUR,c3590@example.invalid
LU-29465962,2026-01-09T11:22:00Z,Google,107.25,EUR,c334@example.invalid
LU-29466057,2026-01-09T12:57:00Z,Newsletter,42.31,EUR,c3226@example.invalid
LU-29466129,2026-01-09T14:09:00Z,Google,89.05,EUR,c2375@example.invalid
LU-29466176,2026-01-09T14:56:00Z,Newsletter,95.62,EUR,c2967@example.invalid
LU-29466252,2026-01-09T16:12:00Z,Meta,95.65,EUR,c1825@example.invalid
LU-29466307,2026-01-09T17:07:00Z,Meta,51.63,EUR,c3456@example.invalid
LU-29466394,2026-01-09T18:34:00Z,Newsletter,148.98,EUR,c3910@example.invalid
LU-29466426,2026-01-09T19:06:00Z,Meta,212.25,EUR,c2001@example.invalid
LU-29466482,2026-01-09T20:02:00Z,Meta,142.82,EUR,c3670@example.invalid
LU-29466511,2026-01-09T20:31:00Z,Google,162.22,EUR,c11@example.invalid
