order_id,created_at,channel,gross,currency,customer_email
LU-29469630,2026-01-12T00:30:00Z,Google,145.04,EUR,c2659@example.invalid
LU-29469656,2026-01-12T00:56:00Z,Newsletter,57.51,EUR,c2553@example.invalid
LU-29469761,2026-01-12T02:41:00Z,Google,65.24,EUR,c1950@example.invalid
LU-29469869,2026-01-12T04:29:00Z,Meta,174.80,EUR,c3492@example.invalid
LU-29469942,2026-01-12T05:42:00Z,Direct,80.73,EUR,c2501@example.invalid
LU-29469995,2026-01-12T06:35:00Z,Google,187.41,EUR,c2970@example.invalid
LU-29470034,2026-01-12T07:14:00Z,Google,120.81,EUR,c3449@example.invalid
LU-29470130,2026-01-12T08:50:00Z,Google,203.92,EUR,c3869@example.invalid
LU-29470196,2026-01-12T09:56:00Z,Newsletter,145.99,EUR,c3185@example.invalid
LU-29470290,2026-01-12T11:30:00Z,Newsletter,89.82,EUR,c1116@example.invalid
LU-29470379,2026-01-12T12:59:00Z,Meta,166.59,EUR,c330@example.invalid
LU-29470432,2026-01-12T13:52:00Z,Newsletter,215.62,EUR,c1281@example.invalid
LU-29470537,2026-01-12T15:37:00Z,Meta,114.76,EUR,c2235@example.invalid
LU-29470622,2026-01-12T17:02:00Z,Newsletter,147.65,EUR,c2941@example.invalid
LU-29470644,2026-01-12T17:24:00Z,Google,178.37,EUR,c3925@example.invalid
LU-29470699,2026-01-12T18:19:00Z,Google,58.74,EUR,c2333@example.invalid
LU-29470757,2026-01-12T19:17:00Z,Google,196.92,EUR,c3656@example.invalid
LU-29470793,2026-01-12T19:53:00Z,Google,180.12,EUR,c2313@example.invalid
LU-29470869,2026-01-12T21:09:00Z,Meta,22.90,EUR,c1764@example.invalid
LU-29470889,2026-01-12T21:29:00Z,Google,35.66,EUR,c1494@example.invalid
LU-29470933,2026-01-12T22:13:00Z,Meta,133.86,EUR,c120@example.invalid
LU-29471042,2026-01-13T00:02:00Z,Direct,28.42,EUR,c0@example.invalid
LU-29471112,2026-01-13T01:12:00Z,Newsletter,181.83,EUR,c2000@example.invalid
LU-29471158,2026-01-13T01:58:00Z,Google,175.25,EUR,c2742@example.invalid
LU-29471256,2026-01-13T03:36:00Z,Google,53.75,EUR,c1544@example.invalid
LU-29471299,2026-01-13T04:19:00Z,Google,137.68,EUR,c2460@example.invalid
LU-29471346,2026-01-13T05:06:00Z,Newsletter,99.30,EUR,c2744@example.invalid
LU-29471401,2026-01-13T06:01:00Z,Direct,106.61,EUR,c2688@example.invalid
LU-29471421,2026-01-13T06:21:00Z,Google,120.16,EUR,c503@example.invalid
LU-29471443,2026-01-13T06:43:00Z,Newsletter,81.81,EUR,c780@example.invalid
LU-29471466,2026-01-13T07:06:00Z,Meta,44.02,EUR,c1481@example.invalid
LU-29471544,2026-01-13T08:24:00Z,Meta,148.58,EUR,c968@example.invalid
