order_id,created_at,channel,gross,currency,customer_email
NO-29495576,2026-01-30T00:56:00Z,facebook,81.12,USD,c3025@example.invalid
NO-29495615,2026-01-30T01:35:00Z,facebook,33.01,USD,c1165@example.invalid
NO-29495711,2026-01-30T03:11:00Z,direct,103.06,USD,c1207@example.invalid
NO-29495803,2026-01-30T04:43:00Z,email,110.80,USD,c3487@example.invalid
NO-29495837,2026-01-30T05:17:00Z,direct,179.71,USD,c311@example.invalid
NO-29495868,2026-01-30T05:48:00Z,direct,217.84,USD,c1619@example.invalid
NO-29495919,2026-01-30T06:39:00Z,direct,100.50,USD,c3591@example.invalid
NO-29495985,2026-01-30T07:45:00Z,google,99.28,USD,c1222@example.invalid
NO-29496085,2026-01-30T09:25:00Z,google,107.53,USD,c2793@example.invalid
NO-29496137,2026-01-30T10:17:00Z,email,155.11,USD,c3021@example.invalid
NO-29496235,2026-01-30T11:55:00Z,google,79.38,USD,c1741@example.invalid
NO-29496285,2026-01-30T12:45:00Z,email,87.34,USD,c2921@example.invalid
NO-29496339,2026-01-30T13:39:00Z,google,92.68,USD,c581@example.invalid
NO-29496398,2026-01-30T14:38:00Z,facebook,67.58,USD,c774@example.invalid
NO-29496418,2026-01-30T14:58:00Z,email,146.79,USD,c3451@example.invalid
NO-29496515,2026-01-30T16:35:00Z,email,50.61,USD,c2194@example.invalid
NO-29496562,2026-01-30T17:22:00Z,email,92.31,USD,c286@example.invalid
NO-29496605,2026-01-30T18:05:00Z,direct,215.19,USD,c1911@example.invalid
NO-29496649,2026-01-30T18:49:00Z,google,218.74,USD,c2806@example.invalid
NO-29496686,2026-01-30T19:26:00Z,google,183.66,USD,c2999@example.invalid
NO-29496719,2026-01-30T19:59:00Z,google,187.46,USD,c3719@example.invalid
NO-29496749,2026-01-30T20:29:00Z,google,169.74,USD,c50@example.invalid
NO-29496781,2026-01-30T21:01:00Z,direct,204.20,USD,c238@example.invalid
NO-29496850,2026-01-30T22:10:00Z,facebook,110.36,USD,c1238@example.invalid
NO-29496901,2026-01-30T23:01:00Z,google,124.63,USD,c3140@example.invalid
NO-29496995,2026-01-31T00:35:00Z,direct,204.28,USD,c1617@example.invalid
NO-29497068,2026-01-31T01:48:00Z,direct,47.41,USD,c2611@example.invalid
NO-29497139,2026-01-31T02:59:00Z,direct,169.88,USD,c460@example.invalid
NO-29497190,2026-01-31T03:50:00Z,direct,212.08,USD,c2765@example.invalid
NO-29497255,2026-01-31T04:55:00Z,google,201.64,USD,c2147@example.invalid
NO-29497338,2026-01-31T06:18:00Z,direct,38.01,USD,c2695@example.invalid
NO-29497391,2026-01-31T07:11:00Z,google,63.63,USD,c707@example.invalid
NO-29497415,2026-01-31T07:35:00Z,facebook,27.95,USD,c759@example.invalid
NO-29497512,2026-01-31T09:12:00Z,facebook,127.19,USD,c2821@example.invalid
NO-29497546,2026-01-31T09:46:00Z,email,124.25,USD,c3538@example.invalid
NO-29497627,2026-01-31T11:07:00Z,direct,23.64,USD,c3157@example.invalid
NO-29497705,2026-01-31T12:25:00Z,email,183.49,USD,c2242@example.invalid
NO-29497730,2026-01-31T12:50:00Z,facebook,49.31,USD,c1675@example.invalid
NO-29497783,2026-01-31T13:43:00Z,google,94.91,USD,c613@example.invalid
