order_id,created_at,channel,gross,currency,customer_email
NO-29477543,2026-01-17T12:23:00Z,direct,161.97,USD,c2514@example.invalid
NO-29477630,2026-01-17T13:50:00Z,direct,118.58,USD,c955@example.invalid
NO-29477675,2026-01-17T14:35:00Z,email,199.29,USD,c3366@example.invalid
NO-29477760,2026-01-17T16:00:00Z,google,145.08,USD,c2770@example.invalid
NO-29477781,2026-01-17T16:21:00Z,direct,202.41,USD,c2846@example.invalid
NO-29477880,2026-01-17T18:00:00Z,google,155.80,USD,c3522@example.invalid
NO-29477966,2026-01-17T19:26:00Z,direct,29.68,USD,c1698@example.invalid
NO-29478024,2026-01-17T20:24:00Z,google,171.61,USD,c1263@example.invalid
NO-29478045,2026-01-17T20:45:00Z,facebook,196.96,USD,c1498@example.invalid
NO-29478086,2026-01-17T21:26:00Z,direct,155.92,USD,c1681@example.invalid
NO-29478120,2026-01-17T22:00:00Z,email,43.79,USD,c3272@example.invalid
NO-29478160,2026-01-17T22:40:00Z,google,55.02,USD,c1952@example.invalid
NO-29478197,2026-01-17T23:17:00Z,facebook,78.85,USD,c1397@example.invalid
NO-29478231,2026-01-17T23:51:00Z,direct,207.97,USD,c498@example.invalid
NO-29478286,2026-01-18T00:46:00Z,email,175.30,USD,c2087@example.invalid
NO-29478383,2026-01-18T02:23:00Z,google,176.20,USD,c1945@example.invalid
NO-29478444,2026-01-18T03:24:00Z,facebook,103.58,USD,c2329@example.invalid
NO-29478509,2026-01-18T04:29:00Z,direct,88.22,USD,c3819@example.invalid
NO-29478614,2026-01-18T06:14:00Z,email,156.16,USD,c3302@example.invalid
NO-29478716,2026-01-18T07:56:00Z,facebook,181.50,USD,c3967@example.invalid
NO-29478808,2026-01-18T09:28:00Z,google,158.77,USD,c2173@example.invalid
NO-29478859,2026-01-18T10:19:00Z,direct,22.82,USD,c2810@example.invalid
NO-29478912,2026-01-18T11:12:00Z,google,60.00,USD,c397@example.invalid
NO-29478959,2026-01-18T11:59:00Z,facebook,132.29,USD,c2350@example.invalid
NO-29479053,2026-01-18T13:33:00Z,google,96.02,USD,c2767@example.invalid
NO-29479110,2026-01-18T14:30:00Z,google,51.64,USD,c1999@example.invalid
NO-29479183,2026-01-18T15:43:00Z,google,153.01,USD,c477@example.invalid
NO-29479219,2026-01-18T16:19:00Z,facebook,130.52,USD,c567@example.invalid
NO-29479286,2026-01-18T17:26:00Z,facebook,182.10,USD,c640@example.invalid
NO-29479324,2026-01-18T18:04:00Z,email,157.53,USD,c2711@example.invalid
NO-29479395,2026-01-18T19:15:00Z,facebook,136.50,USD,c216@example.invalid
NO-29479439,2026-01-18T19:59:00Z,email,192.50,USD,c28@example.invalid
NO-29479478,2026-01-18T20:38:00Z,facebook,109.50,USD,c588@example.invalid
