order_id,created_at,channel,gross,currency,customer_email
NO-29460988,2026-01-06T00:28:00Z,facebook,132.46,USD,c831@example.invalid
NO-29461059,2026-01-06T01:39:00Z,email,145.51,USD,c995@example.invalid
NO-29461138,2026-01-06T02:58:00Z,direct,96.90,USD,c474@example.invalid
NO-29461158,2026-01-06T03:18:00Z,direct,75.79,USD,c344@example.invalid
NO-29461265,2026-01-06T05:05:00Z,direct,27.44,USD,c3413@example.invalid
NO-29461367,2026-01-06T06:47:00Z,facebook,51.13,USD,c2607@example.invalid
NO-29461445,2026-01-06T08:05:00Z,email,46.28,USD,c421@example.invalid
NO-29461522,2026-01-06T09:22:00Z,facebook,53.21,USD,c2238@example.invalid
NO-29461575,2026-01-06T10:15:00Z,email,153.68,USD,c236@example.invalid
NO-29461607,2026-01-06T10:47:00Z,email,34.17,USD,c1269@example.invalid
NO-29461707,2026-01-06T12:27:00Z,facebook,71.86,USD,c1106@example.invalid
NO-29461735,2026-01-06T12:55:00Z,direct,133.97,USD,c3697@example.invalid
NO-29461812,2026-01-06T14:12:00Z,email,148.81,USD,c1647@example.invalid
NO-29461891,2026-01-06T15:31:00Z,direct,44.93,USD,c3567@example.invalid
NO-29461935,2026-01-06T16:15:00Z,direct,141.33,USD,c1857@example.invalid
NO-29462003,2026-01-06T17:23:00Z,email,212.42,USD,c282@example.invalid
NO-29462058,2026-01-06T18:18:00Z,facebook,27.41,USD,c3110@example.invalid
NO-29462152,2026-01-06T19:52:00Z,direct,217.93,USD,c474@example.invalid
NO-29462173,2026-01-06T20:13:00Z,facebook,90.21,USD,c148@example.invalid
NO-29462211,2026-01-06T20:51:00Z,direct,26.37,USD,c1812@example.invalid
NO-29462275,2026-01-06T21:55:00Z,facebook,82.55,USD,c2529@example.invalid
NO-29462302,2026-01-06T22:22:00Z,facebook,111.97,USD,c668@example.invalid
NO-29462345,2026-01-06T23:05:00Z,google,89.96,USD,c2275@example.invalid
NO-29462435,2026-01-07T00:35:00Z,facebook,134.17,USD,c1087@example.invalid
NO-29462515,2026-01-07T01:55:00Z,facebook,94.76,USD,c1309@example.invalid
NO-29462588,2026-01-07T03:08:00Z,email,136.21,USD,c3802@example.invalid
NO-29462688,2026-01-07T04:48:00Z,facebook,216.92,USD,c1739@example.invalid
NO-29462772,2026-01-07T06:12:00Z,google,98.38,USD,c647@example.invalid
NO-29462817,2026-01-07T06:57:00Z,email,54.98,USD,c2550@example.invalid
NO-29462886,2026-01-07T08:06:00Z,google,106.58,USD,c1656@example.invalid
NO-29462942,2026-01-07T09:02:00Z,email,213.84,USD,c3209@example.invalid
NO-29463017,2026-01-07T10:17:00Z,facebook,21.43,USD,c3976@example.invalid
NO-29463089,2026-01-07T11:29:00Z,email,51.29,USD,c2181@example.invalid
NO-29463146,2026-01-07T12:26:00Z,facebook,55.22,USD,c908@example.invalid
NO-29463246,2026-01-07T14:06:00Z,email,38.68,USD,c2600@example.invalid
NO-29463352,2026-01-07T15:52:00Z,direct,202.88,USD,c767@example.invalid
NO-29463444,2026-01-07T17:24:00Z,google,68.59,USD,c3636@example.invalid
NO-29463523,2026-01-07T18:43:00Z,email,169.35,USD,c3816@example.invalid
NO-29463592,2026-01-07T19:52:00Z,google,111.98,USD,c2196@example.invalid
NO-29463640,2026-01-07T20:40:00Z,google,62.21,USD,c1562@example.invalid
NO-29463685,2026-01-07T21:25:00Z,email,100.67,USD,c341@example.invalid
NO-29463747,2026-01-07T22:27:00Z,facebook,86.54,USD,c2969@example.invalid
NO-29463827,2026-01-07T23:47:00Z,facebook,118.94,USD,c2032@example.invalid
NO-29463875,2026-01-08T00:35:00Z,facebook,183.67,USD,c3130@example.invalid
NO-29463977,2026-01-08T02:17:00Z,direct,192.22,USD,c3722@example.invalid
NO-29464012,2026-01-08T02:52:00Z,google,177.61,USD,c584@example.invalid
NO-29464095,2026-01-08T04:15:00Z,direct,217.60,USD,c156@example.invalid
NO-29464163,2026-01-08T05:23:00Z,email,157.36,USD,c1600@example.invalid
NO-29464240,2026-01-08T06:40:00Z,direct,30.71,USD,c3995@example.invalid
NO-29464329,2026-01-08T08:09:00Z,facebook,21.13,USD,c610@example.invalid
NO-29464410,2026-01-08T09:30:00Z,direct,156.13,USD,c3610@example.invalid
NO-29464442,2026-01-08T10:02:00Z,facebook,44.79,USD,c93@example.invalid
NO-29464545,2026-01-08T11:45:00Z,email,34.99,USD,c3114@example.invalid
NO-29464577,2026-01-08T12:17:00Z,google,38.60,USD,c2778@example.invalid
NO-29464607,2026-01-08T12:47:00Z,google,53.34,USD,c2823@example.invalid
NO-29464673,2026-01-08T13:53:00Z,facebook,20.31,USD,c3463@example.invalid
NO-29464729,2026-01-08T14:49:00Z,facebook,91.34,USD,c1694@example.invalid
NO-29464792,2026-01-08T15:52:00Z,google,26.26,USD,c1426@example.invalid
NO-29464863,2026-01-08T17:03:00Z,facebook,104.70,USD,c331@example.invalid
NO-29464898,2026-01-08T17:38:00Z,google,170.96,USD,c852@example.invalid
NO-29464952,2026-01-08T18:32:00Z,google,95.78,USD,c3928@example.invalid
NO-29465051,2026-01-08T20:11:00Z,email,160.34,USD,c814@example.invalid
NO-29465118,2026-01-08T21:18:00Z,email,112.57,USD,c2304@example.invalid
NO-29465202,2026-01-08T22:42:00Z,google,81.99,USD,c915@example.invalid
NO-29465301,2026-01-09T00:21:00Z,email,220.00,USD,c1535@example.invalid
NO-29465404,2026-01-09T02:04:00Z,facebook,38.52,USD,c2833@example.invalid
NO-29465511,2026-01-09T03:51:00Z,email,80.68,USD,c3746@example.invalid
NO-29465606,2026-01-09T05:26:00Z,google,92.43,USD,c2255@example.invalid
NO-29465673,2026-01-09T06:33:00Z,facebook,114.22,USD,c934@example.invalid
NO-29465763,2026-01-09T08:03:00Z,email,120.10,USD,c2310@example.invalid
NO-29465791,2026-01-09T08:31:00Z,facebook,166.23,USD,c3545@example.invalid
NO-29465821,2026-01-09T09:01:00Z,email,23.85,USD,c3045@example.invalid
NO-29465849,2026-01-09T09:29:00Z,direct,30.49,USD,c3243@example.invalid
NO-29465901,2026-01-09T10:21:00Z,email,25.46,USD,c2760@example.invalid
NO-29466008,2026-01-09T12:08:00Z,facebook,175.11,USD,c3828@example.invalid
NO-29466067,2026-01-09T13:07:00Z,direct,178.01,USD,c1948@example.invalid
NO-29466101,2026-01-09T13:41:00Z,direct,58.20,USD,c1841@example.invalid
NO-29466127,2026-01-09T14:07:00Z,facebook,125.93,USD,c385@example.invalid
NO-29466175,2026-01-09T14:55:00Z,email,80.16,USD,c1906@example.invalid
NO-29466239,2026-01-09T15:59:00Z,direct,98.34,USD,c3988@example.invalid
NO-29466263,2026-01-09T16:23:00Z,facebook,154.55,USD,c1851@example.invalid
NO-29466311,2026-01-09T17:11:00Z,google,62.87,USD,c3714@example.invalid
NO-29466386,2026-01-09T18:26:00Z,direct,39.10,USD,c3910@example.invalid
NO-29466453,2026-01-09T19:33:00Z,google,39.38,USD,c1597@example.invalid
NO-29466557,2026-01-09T21:17:00Z,facebook,80.00,USD,c1093@example.invalid
NO-29466609,2026-01-09T22:09:00Z,direct,157.10,USD,c3521@example.invalid
NO-29466667,2026-01-09T23:07:00Z,email,74.20,USD,c282@example.invalid
NO-29466765,2026-01-10T00:45:00Z,facebook,132.86,USD,c3710@example.invalid
NO-29466805,2026-01-10T01:25:00Z,google,190.89,USD,c144@example.invalid
NO-29466849,2026-01-10T02:09:00Z,direct,120.00,USD,c3959@example.invalid
NO-29466947,2026-01-10T03:47:00Z,email,195.99,USD,c2496@example.invalid
NO-29467010,2026-01-10T04:50:00Z,direct,78.90,USD,c125@example.invalid
NO-29467119,2026-01-10T06:39:00Z,facebook,56.10,USD,c913@example.invalid
NO-29467187,2026-01-10T07:47:00Z,facebook,78.74,USD,c1729@example.invalid
NO-29467258,2026-01-10T08:58:00Z,google,161.61,USD,c869@example.invalid
NO-29467289,2026-01-10T09:29:00Z,facebook,94.46,USD,c3438@example.invalid
NO-29467329,2026-01-10T10:09:00Z,direct,76.26,USD,c2771@example.invalid
NO-29467407,2026-01-10T11:27:00Z,google,38.72,USD,c1626@example.invalid
NO-29467509,2026-01-10T13:09:00Z,google,39.05,USD,c1475@example.invalid
NO-29467547,2026-01-10T13:47:00Z,direct,69.89,USD,c453@example.invalid
NO-29467589,2026-01-10T14:29:00Z,email,69.11,USD,c1164@example.invalid
NO-29467650,2026-01-10T15:30:00Z,direct,82.97,USD,c2059@example.invalid
NO-29467715,2026-01-10T16:35:00Z,email,27.27,USD,c1174@example.invalid
NO-29467778,2026-01-10T17:38:00Z,email,67.64,USD,c571@example.invalid
NO-29467858,2026-01-10T18:58:00Z,direct,130.57,USD,c112@example.invalid
NO-29467945,2026-01-10T20:25:00Z,email,189.10,USD,c1257@example.invalid
NO-29468047,2026-01-10T22:07:00Z,facebook,160.16,USD,c1523@example.invalid
NO-29468127,2026-01-10T23:27:00Z,direct,84.40,USD,c3266@example.invalid
NO-29468180,2026-01-11T00:20:00Z,email,46.28,USD,c3584@example.invalid
NO-29468253,2026-01-11T01:33:00Z,facebook,34.67,USD,c1262@example.invalid
NO-29468293,2026-01-11T02:13:00Z,direct,89.92,USD,c2574@example.invalid
NO-29468337,2026-01-11T02:57:00Z,facebook,119.67,USD,c3372@example.invalid
NO-29468436,2026-01-11T04:36:00Z,google,174.21,USD,c3843@example.invalid
NO-29468530,2026-01-11T06:10:00Z,facebook,183.71,USD,c1076@example.invalid
NO-29468633,2026-01-11T07:53:00Z,direct,120.28,USD,c2182@example.invalid
NO-29468703,2026-01-11T09:03:00Z,facebook,84.03,USD,c1978@example.invalid
NO-29468753,2026-01-11T09:53:00Z,google,207.75,USD,c2951@example.invalid
NO-29468824,2026-01-11T11:04:00Z,google,22.76,USD,c3334@example.invalid
NO-29468888,2026-01-11T12:08:00Z,email,26.13,USD,c2790@example.invalid
NO-29468913,2026-01-11T12:33:00Z,email,147.31,USD,c1463@example.invalid
NO-29469002,2026-01-11T14:02:00Z,google,152.69,USD,c215@example.invalid
NO-29469069,2026-01-11T15:09:00Z,facebook,99.80,USD,c1696@example.invalid
NO-29469105,2026-01-11T15:45:00Z,facebook,153.83,USD,c356@example.invalid
NO-29469200,2026-01-11T17:20:00Z,facebook,63.10,USD,c2578@example.invalid
NO-29469293,2026-01-11T18:53:00Z,facebook,123.83,USD,c389@example.invalid
NO-29469386,2026-01-11T20:26:00Z,direct,39.31,USD,c1073@example.invalid
NO-29469491,2026-01-11T22:11:00Z,google,60.74,USD,c3099@example.invalid
NO-29469550,2026-01-11T23:10:00Z,google,56.53,USD,c1034@example.invalid
